flight, total cost 15 min. delay (€), total cost 30 min. delay (€), total cost 60 min. delay (€)
VL44453,57000,136500,311250
AR185542,21750,111000,384750
AR206652,53250,199500,654000
RT197377,75000,162000,418500
XC6540,19500,43500,168000
XC194408,750,1500,78000
XC5264,24000,58500,144750
KJ33555,21000,54750,164250
AR121244,17250,34500,75750
KJ207971,8250,66750,240000
KJ59872,29250,138750,540000
RT26578,8250,24750,99000
AR97504,15750,48750,173250
ED64562,7500,23250,75000
FT44429,2250,58500,237000
RT132428,15000,90000,481500
AR46470,10500,57750,234750
FT145026,3000,6000,29250
RT29283,50250,106500,291000
VL192313,14250,45750,258000
VL216928,23250,70500,226500
KJ215816,23250,62250,222000
VL86706,9750,58500,214500
RY138303,5250,117000,613500
XC115635,35250,123750,445500
XC45663,39750,79500,241500
ED108938,24000,79500,316500
FT219768,22500,61500,285000
KJ7491,15750,39750,252750
XC76907,35250,98250,333750
ED133291,72750,167250,461250
XC19642,8250,84750,415500
FT144894,1500,7500,36000
RT33377,24000,139500,516750
VL21742,36750,147750,500250
XC100498,25500,60000,172500
ED104896,27000,129000,454500
ED907,33750,124500,438000
RT49371,30750,61500,195000
RY57921,29250,96750,394500
VL49486,6000,45750,219750
ED195917,3750,9750,113250
RT63845,30000,74250,328500
ED211763,4500,30750,198000
FT75469,16500,33000,144750
ED162935,28500,87000,261750
FT175405,6000,12000,78000
RY196765,66750,148500,478500
VL54683,29250,116250,489750
VL70227,6750,60000,211500
FT193044,11250,58500,220500
RY83525,750,20250,94500
ED180962,21000,80250,259500
RY107023,18000,36750,96750
XC4581,7500,15000,94500
ED95401,16500,66000,231000
AR185686,12750,72750,231750
FT32803,24000,61500,312750
FT68248,15000,42750,180750
ED211929,23250,70500,263250
RY52283,22500,48750,218250
VL161835,13500,66750,225750
VL66851,3000,7500,68250
XC103073,22500,59250,170250
XC15271,9000,46500,162750
ED97188,18750,134250,531750
FT28397,20250,48750,115500
RY215075,18750,42000,115500
FT10486,13500,36000,147000
AR165351,15000,68250,345000
KJ66116,12750,50250,231000
RT209289,21750,91500,367500
ED209502,19500,81750,252000
KJ200161,13500,57750,235500
RY98878,22500,51000,123750
ED52122,9750,24000,138000
KJ88207,21000,97500,349500
XC200209,28500,93750,339000
FT114822,7500,32250,203250
FT170945,40500,94500,329250
KJ42747,28500,57000,129000
RY34076,1500,10500,31500
ED183464,30750,99000,375750
ED96823,38250,104250,270750
AR5061,42750,99750,337500
RT206172,26250,57750,145500
XC127013,3750,10500,123000
ED55405,9000,27000,201000
RT189199,4500,15750,54750
XC160219,7500,23250,70500
XC39573,12750,40500,134250
AR218433,48000,120750,363000
AR211464,34500,96000,298500
FT86939,1500,10500,70500
FT48349,2250,22500,90000
ED177355,10500,23250,57750
RY140038,14250,30750,108000
RY166167,46500,151500,399750
RY215427,3000,18750,51000
XC127952,6750,18750,83250
KJ67050,30000,61500,204750
ED14515,9750,29250,117000
FT153431,49500,157500,439500
KJ112665,4500,16500,96750
VL73190,12000,62250,229500
AR1694,26250,76500,246750
AR7346,27750,75750,216750
FT40641,11250,48750,190500
XC106184,30750,68250,191250
AR41075,22500,56250,204000
FT167402,29250,58500,133500
KJ149833,12000,43500,134250
VL55030,22500,52500,188250
AR146509,750,9750,69750
KJ194982,12000,52500,174750
RT176841,21750,57750,160500
RY218446,750,22500,117000
VL54940,7500,15000,51000
AR160673,45000,102750,325500
AR196213,24000,50250,141000
AR92302,8250,18000,96000
KJ120724,21750,72000,283500
RY149656,15750,73500,205500
KJ212930,9000,48000,150000
VL582,9750,52500,210000
AR10084,14250,28500,68250
KJ8900,2250,4500,60750
AR181081,12750,39750,111000
RY54433,24000,63750,171750
XC88526,21750,62250,201750
RT135428,15750,56250,180750
VL120819,13500,43500,117750
KJ87860,6000,12750,33750
RY199994,4500,14250,63750
VL132217,27000,66000,191250
XC46887,20250,54000,160500
RY44789,6000,12000,91500
VL78800,42000,95250,228750
KJ133769,30750,87000,222000
XC74344,4500,17250,66000
FT50869,24750,72000,395250
FT57798,7500,81750,536250
FT102782,7500,53250,510000
RY179832,15750,111750,573750
XC89785,3000,27750,504000
FT20421,4500,61500,441000
FT65356,21750,121500,618000
FT141501,73500,279750,1190250
FT159426,12750,87000,966750
VL22489,15750,177000,888750
FT217977,20250,106500,549000
RT219523,26250,118500,466500
XC199317,21750,89250,503250
ED27602,20250,58500,254250
XC197808,36000,242250,1236000
RT162952,24750,86250,303000
VL156774,12000,37500,245250
ED84313,3750,51750,351000
XC99896,72000,199500,986250
XC151047,87750,322500,1438500
XC81213,33000,191250,702750
AR164674,6000,28500,165000
ED55060,13500,39000,189750
RT44691,33750,120000,635250
RY101840,30000,111000,466500
VL171818,24750,114000,613500
XC75401,6000,12000,76500
ED193421,97500,337500,1346250
RY1088,6750,18750,237750
RY25526,6750,28500,542250
AR81374,11250,42000,381750
KJ61544,96750,207750,639000
AR215031,2250,67500,288000
ED64776,42000,162000,800250
KJ113597,37500,120750,742500
VL103350,72750,184500,654750
AR19463,29250,114000,381000
VL13875,30000,71250,207750
XC216054,4500,99000,551250
RY179595,5250,69000,374250
AR204755,6000,12000,24000
KJ78494,63750,271500,1017750
VL205363,6000,12000,171750
ED40977,13500,104250,550500
ED99818,124500,520500,1830750
RY188924,9000,30000,265500
AR43390,9000,136500,708000
VL175447,7500,41250,158250
AR215400,18750,68250,218250
RY140558,1500,32250,289500
RY81309,55500,189000,741000
KJ39197,3000,31500,246000
VL182825,23250,116250,586500
KJ97924,21750,48750,461250
VL196248,60750,232500,1068750
AR52491,87000,210000,548250
RY142542,58500,206250,955500
RT215218,28500,129750,672000
VL156725,5250,10500,127500
KJ204397,72750,244500,859500
RY94476,54750,126000,483750
XC84201,18750,60000,499500
FT190450,26250,83250,315750
VL217143,14250,28500,93750
VL57482,8250,16500,59250
ED151672,40500,129000,908250
RT92707,36750,96750,257250
XC41363,24750,141750,838500
RY168147,7500,60750,390000
RT57069,3750,51750,333000
ED80432,49500,176250,783000
AR183323,83250,247500,802500
FT153133,24750,157500,645750
FT165363,21750,57750,339000
RT149949,16500,51000,209250
FT64662,35250,111000,493500
FT68858,1500,29250,198000
FT58302,3750,7500,74250
VL178749,54000,138000,393750
AR124677,23250,46500,156000
AR192890,37500,124500,527250
XC118196,8250,16500,62250
KJ23098,31500,148500,653250
KJ62692,4500,9000,20250
VL107533,9750,42750,251250
RY37980,6000,56250,237750
AR20130,69750,275250,903000
VL148365,12750,37500,402000
XC188342,27000,65250,217500
KJ207588,48750,144000,520500
VL19848,1500,3000,6000
RY127420,14250,78000,393750
RY197787,39750,144750,522750
VL116921,9000,51000,268500
RT28558,8250,26250,81750
VL86922,23250,108750,549000
ED14640,18000,68250,252750
KJ160212,21000,57750,294750
ED219535,13500,36750,90750
FT183245,71250,186000,576000
FT161952,27000,101250,279750
FT184280,45000,103500,422250
KJ19209,6000,12000,42750
KJ62975,34500,96750,270000
RY161308,63750,206250,918000
FT205511,19500,51000,152250
AR181006,8250,45000,318000
ED191710,14250,65250,202500
VL176163,30750,111750,360000
FT31256,8250,41250,328500
RT160430,2250,39000,222000
AR206771,15750,65250,230250
AR50418,3750,7500,35250
ED123057,111000,262500,688500
FT58518,26250,82500,280500
KJ26354,3750,34500,158250
VL135769,8250,86250,311250
RT189454,43500,108750,291000
RY79257,96000,213750,480000
VL4486,28500,70500,230250
XC77723,51750,108000,359250
VL131167,15000,66000,268500
RY194892,56250,159750,417000
VL48184,51750,159750,530250
FT141386,14250,54750,198750
RT103762,25500,88500,300000
RY155637,53250,149250,441000
XC16671,37500,97500,268500
XC170963,2250,20250,88500
RT75856,15000,30000,139500
AR182546,35250,97500,321750
ED41312,47250,137250,400500
AR113731,48750,119250,345750
RY2169,15000,60000,199500
AR183505,12750,63750,249750
XC75758,46500,99750,329250
FT95951,40500,115500,334500
RY172155,6000,33000,159750
XC36186,50250,141750,432000
ED140308,17250,37500,105000
FT69917,21000,67500,228000
KJ193295,6750,29250,147000
RT127345,66000,186000,514500
XC192680,6750,30000,76500
ED60898,18750,92250,430500
VL120839,6750,15750,66750
AR164832,12000,24000,82500
RT36820,28500,88500,301500
XC23251,20250,59250,161250
AR115814,21000,46500,171750
FT125524,14250,44250,183750
KJ20556,13500,34500,89250
VL130506,3000,27000,150000
VL139291,10500,21750,86250
ED101444,9750,54750,210750
KJ168192,11250,36750,157500
VL160629,4500,46500,174750
KJ209281,5250,18750,139500
KJ58622,6000,24000,134250
RT69183,14250,40500,124500
RT163500,6750,63750,281250
RY76733,30750,105000,383250
VL95837,6750,64500,334500
KJ174814,27000,90750,376500
RY108189,750,13500,108750
FT138822,27750,67500,162000
VL188400,24000,50250,110250
RT104586,24000,100500,348750
RY147049,8250,45000,141750
ED161881,2250,4500,36000
KJ47805,17250,49500,213000
XC106588,5250,34500,117000
AR165694,22500,87000,268500
RT162489,22500,60000,199500
AR195147,3750,15750,91500
KJ26023,11250,22500,73500
XC157454,48750,109500,306750
ED134988,38250,83250,179250
VL117237,24000,73500,222750
FT213460,7500,27000,72000
RY88226,24000,81750,266250
ED8996,75000,157500,404250
FT135472,18000,36000,77250
ED112130,11250,70500,212250
ED38280,7500,44250,179250
FT212319,17250,48000,165000
RY190835,4500,42000,147750
VL154870,8250,32250,120000
FT149828,2250,24750,123750
AR219091,17250,54000,181500
AR108043,40500,81000,165750
AR31358,20250,48000,113250
FT209734,21750,43500,97500
KJ135610,15750,38250,90750
RT123429,40500,87750,213750
VL31787,23250,70500,168000
RT140132,21000,69750,215250
AR15101,21000,72750,189000
ED186971,10500,23250,67500
FT175041,2250,24750,101250
RY134789,5250,10500,55500
VL203629,39000,94500,253500
ED70522,7500,15750,60000
FT117365,24750,75750,216000
XC100346,9750,50250,198000
KJ74188,8250,17250,69000
RT32062,1500,18750,62250
AR52236,18000,37500,91500
XC122265,36000,72000,147750
FT52452,3000,6000,24000
RY31122,9750,38250,132000
AR104570,3750,21000,57000
AR149702,33750,81750,210750
KJ120030,3750,33750,128250
FT6731,4500,11250,41250
KJ157398,4500,9000,67500
ED11779,5250,15000,60000
VL86456,5250,15750,57000
KJ159773,33750,67500,148500
RT62753,29250,58500,123750
VL31806,12000,27750,77250
VL87971,12750,65250,194250
RT3345,26250,59250,138750
RT93351,7500,15000,68250
AR150305,29250,65250,147000
RY195836,17250,48000,135750
VL172273,8250,17250,36000
KJ87904,13500,63750,273000
XC176608,1500,78750,498750
ED196325,12000,92250,602250
RT219668,9000,55500,318000
KJ34153,3000,80250,606000
ED67505,15750,83250,270000
KJ104349,3750,104250,789750
AR92389,4500,44250,147000
RY40850,20250,135750,700500
ED105532,25500,167250,677250
ED53944,16500,110250,722250
VL96799,119250,381750,1542750
FT109659,42750,119250,389250
KJ103234,33000,136500,618000
RT138433,21750,81750,373500
RY15773,9000,58500,355500
AR88239,153750,424500,1468500
ED108885,40500,113250,624000
ED75745,6750,13500,154500
KJ205779,26250,64500,299250
AR2362,40500,137250,693000
KJ110524,192000,585000,1731000
KJ207979,27750,66750,204750
FT199969,16500,69000,635250
RT112157,102750,274500,804750
ED207961,36750,144750,478500
KJ206074,2250,59250,368250
VL81004,40500,138750,684000
XC152917,24750,69000,309750
VL146321,28500,138750,963750
AR114224,26250,84000,330000
AR175389,3750,7500,39750
ED70514,56250,167250,630750
RT48796,36750,172500,959250
KJ155827,4500,39000,209250
RT163837,15000,61500,433500
FT165005,57000,189750,684750
KJ160498,5250,52500,432000
RT65599,35250,93750,298500
KJ26507,40500,109500,383250
ED143699,50250,147000,413250
AR47408,9750,88500,335250
XC108058,10500,21000,134250
XC138744,90750,310500,948000
ED3458,3750,37500,168000
VL26603,12750,43500,261750
ED96705,6000,21000,91500
VL66730,3000,16500,162750
RY46488,3750,18750,72000
XC22501,3750,45000,335250
ED210401,4500,61500,216000
VL111399,16500,114750,647250
FT69162,10500,23250,318000
RT11502,16500,102750,788250
RY171743,64500,158250,502500
VL212343,45750,213000,915000
ED101102,45000,153750,774000
XC217600,126000,339750,1033500
ED29013,26250,136500,611250
FT17476,17250,71250,627000
RY101278,50250,180000,693750
VL118693,62250,192000,703500
VL96510,6750,27000,299250
AR179413,8250,16500,59250
KJ188681,4500,91500,399750
AR150261,3750,88500,549000
FT132936,27750,92250,276750
KJ111999,3750,7500,87000
RT122710,15750,40500,297750
XC168587,4500,40500,288000
XC94323,21750,158250,585750
VL55514,22500,117750,467250
FT164828,159000,406500,1037250
RT200521,61500,171750,637500
XC56643,6000,86250,447750
AR210532,24000,122250,485250
FT63059,47250,162750,600750
RT20665,12750,95250,431250
FT84123,10500,37500,510750
KJ7902,79500,263250,875250
XC204692,205500,513750,1334250
XC218423,10500,24750,96750
XC63863,16500,46500,230250
KJ52221,52500,182250,785250
RY115261,6000,18750,78000
AR108150,18750,48750,203250
VL50098,15000,75000,468750
VL85328,27000,141750,705750
XC55004,27750,159000,852000
KJ50993,3750,7500,63000
KJ98016,15000,87000,408750
ED64129,8250,54000,186000
KJ99336,17250,51750,315750
XC150168,5250,17250,142500
AR189194,7500,27000,161250
RT135553,15750,156750,700500
XC94171,10500,99000,568500
FT109045,60750,167250,566250
FT132433,93750,268500,784500
FT59398,42750,124500,565500
RT110229,19500,78000,376500
KJ33033,36750,101250,343500
ED108294,60750,237750,652500
KJ79690,15750,47250,279000
KJ59229,67500,159750,417000
XC12735,10500,21000,140250
AR39529,22500,100500,592500
ED89255,42750,114750,538500
KJ180693,29250,90750,315000
VL70548,32250,73500,204000
RY181415,16500,55500,195000
AR176278,30000,102000,409500
KJ16882,28500,104250,420750
ED147779,36750,112500,461250
FT171452,36750,84750,219000
FT105253,34500,104250,391500
KJ29278,48000,134250,380250
VL102585,750,27750,140250
VL194181,27750,75750,226500
XC48672,8250,33750,133500
XC9656,34500,100500,462750
XC44436,30000,98250,404250
FT51226,8250,61500,300750
FT129689,22500,132000,443250
KJ137677,4500,47250,342750
XC48126,1500,23250,109500
RT27850,24000,90750,324750
XC198799,3750,49500,299250
RT94696,93750,192750,429000
XC131289,22500,61500,232500
VL70509,15750,55500,189750
XC46152,60000,146250,470250
XC78895,18000,74250,357000
ED58671,9000,23250,215250
VL75912,8250,87000,399750
AR146805,1500,21750,90750
KJ39874,1500,11250,84000
RT74194,26250,63750,210750
XC192219,45750,114000,357750
AR53843,9000,33750,195000
RT97629,3750,21750,243750
AR1586,12750,78750,298500
AR169397,45750,111750,390750
FT1630,16500,88500,382500
KJ37421,32250,89250,278250
AR214515,7500,54750,273750
VL208891,28500,68250,198750
KJ24390,42750,119250,324750
VL155192,45750,120000,363750
VL16234,39000,78000,177750
XC128969,42750,138750,546000
ED104058,27750,55500,160500
RY166714,89250,213000,520500
VL19332,12000,42750,154500
VL117590,61500,186000,514500
XC189954,48750,120000,298500
KJ46328,48000,118500,369750
RT142738,29250,76500,195000
XC57218,9750,26250,157500
XC86051,11250,39000,159750
FT144842,2250,5250,39000
KJ55851,9750,25500,119250
RY159666,56250,131250,304500
AR2973,15750,38250,132000
ED87565,2250,12000,46500
RY120120,22500,54000,144000
AR44154,9000,51000,148500
RY189206,10500,35250,127500
ED46084,33750,72000,235500
FT26141,3000,12000,32250
KJ140239,3750,7500,69000
KJ198406,3750,13500,88500
RY76360,18750,64500,205500
XC47411,45750,106500,276000
KJ186470,7500,54000,240000
FT215731,15750,49500,169500
FT177405,12000,60750,207750
VL98433,27000,63750,156750
RT206829,14250,63000,222750
XC7839,3000,20250,69750
XC104936,3750,7500,72750
AR91999,12000,31500,114000
RT148461,17250,42000,104250
ED191715,7500,41250,123750
KJ215011,6000,20250,89250
RY73905,30750,68250,170250
XC8357,8250,19500,46500
FT211760,6750,32250,102750
FT3138,9000,45750,172500
AR150155,52500,135000,300000
AR166730,1500,17250,80250
ED17451,11250,42750,123750
KJ89715,16500,38250,107250
RT183853,20250,44250,108000
FT114653,24750,72750,189750
FT129831,30750,76500,187500
RT180701,17250,34500,93000
RT20560,3000,11250,50250
VL13234,18000,45750,113250
ED35235,18000,42750,120000
KJ5425,14250,30750,76500
RY156288,18000,42000,124500
RY42489,34500,91500,222000
AR6034,5250,19500,53250
FT15785,5250,36000,101250
FT81263,5250,17250,64500
KJ127125,17250,34500,93750
RY27751,29250,69000,166500
RY38785,6750,27000,96000
XC62385,42000,90000,205500
FT63133,7500,15000,42000
FT67269,18000,45750,104250
ED64926,18750,57750,152250
KJ169676,8250,16500,87000
KJ93278,21750,66000,171000
RY106343,12000,26250,63000
RY34903,13500,34500,78000
ED84519,29250,59250,119250
VL179007,5250,18000,78000
FT6507,29250,58500,150000
VL120283,12750,43500,112500
XC71046,35250,78000,177000
AR212509,11250,22500,94500
FT156549,10500,21000,51000
FT6256,13500,54000,151500
VL39278,18000,47250,105750
RY39824,5250,11250,56250
XC203389,27000,57000,130500
ED113903,8250,24000,85500
FT185627,6000,25500,64500
FT149951,6750,21000,49500
AR152976,28500,59250,132750
FT154509,16500,34500,103500
XC154401,21000,48000,130500
VL165372,6000,39000,312000
AR171997,24750,96750,432000
KJ23854,42750,175500,548250
RT67890,12000,30750,146250
FT208377,24000,112500,473250
RT62445,25500,51000,156750
RY35921,165000,500250,1516500
AR153442,48000,186750,711750
AR180071,4500,33750,210750
RT21662,27000,64500,195750
RT77922,80250,297750,998250
AR178450,6000,18750,142500
KJ4356,6750,13500,175500
KJ78784,13500,83250,380250
FT206898,75750,183000,657000
AR147523,3750,7500,140250
ED80931,9000,57000,261000
AR8759,14250,135750,582000
ED75523,76500,237750,696750
RT41204,4500,33000,202500
VL76016,11250,53250,424500
AR16167,18000,63000,360000
KJ68344,90000,312000,1112250
RY154283,22500,61500,330000
RY186076,23250,110250,346500
AR214219,12000,36750,233250
ED65666,750,58500,377250
XC142516,750,15750,122250
FT134621,30750,104250,591000
KJ170033,7500,15000,162750
RT23354,15000,64500,349500
AR119841,43500,98250,335250
ED63026,15750,57750,216000
ED8263,19500,45750,163500
VL184147,9750,27000,81750
XC153625,10500,33750,186000
ED74035,4500,35250,195750
RY159968,23250,69000,338250
RY83220,21750,70500,399000
VL119349,4500,10500,292500
FT212390,37500,149250,724500
XC112088,6000,16500,129000
RT7377,20250,48750,123000
VL138563,16500,55500,183000
AR202884,750,1500,33750
AR28339,33750,121500,553500
RY2818,750,40500,343500
AR89098,9750,56250,195000
VL2636,21000,134250,490500
XC176657,12000,30000,333750
AR21380,5250,37500,225000
RT103559,48000,140250,474750
RY4574,27000,81750,310500
KJ167167,71250,252750,963000
